Bradi2g53600	Os01t0823400-01
Bradi3g09550	Os06t0527100-01
Bradi1g06330	Os03t0788100-01
Bradi1g29720	Os03t0637800-01
Bradi1g15640	Os03t0574600-01
Bradi2g19660	Os05t0518200-01
Bradi4g25497	Os12t0127500-01
Bradi2g30370	Os05t0337400-01
Bradi3g13960	Os08t0119700-00
Bradi5g21780	Os04t0615500-01
Bradi3g03220	Os07t0554900-01
Bradi2g33970	Os02t0127100-00
Bradi1g09660	Os03t0733400-01
Bradi3g29030	Os10t0482450-00
Bradi4g03060	Os12t0589100-01
Bradi2g25190	Os01t0888600-01
Bradi1g16620	Os07t0693500-01
Bradi2g13350	Os01t0390400-01
Bradi3g30080	Os10t0500700-01
Bradi3g28160	Os10t0464500-00
Bradi1g77820	Os03t0111300-01
Bradi1g60350	Os03t0400700-01
Bradi1g68985	Os03t0226800-01
Bradi1g55151	Os07t0185800-01
Bradi1g32920	Os02t0301100-01
Bradi1g76920	Os03t0124200-01
Bradi2g24460	Os05t0428400-00
Bradi3g52830	Os02t0706500-01
Bradi4g00900	Os12t0632800-00
Bradi3g09120	Os02t0240300-01
Bradi1g38700	Os06t0529800-01
Bradi3g55210	Os02t0815400-01
Bradi2g58180	Os01t0908500-01
Bradi3g07997	Os02t0210800-01
Bradi1g77770	Os03t0112101-00
Bradi2g01550	Os01t0120800-01
Bradi3g59970	Os02t0735200-02
Bradi1g44630	Os06t0289900-01
Bradi2g15795	Os01t0653300-00
Bradi4g08030	Os12t0420200-01
Bradi1g75640	Os03t0140900-00
Bradi2g43797	Os01t0126600-01
Bradi1g22811	Os07t0593200-01
Bradi1g06050	Os03t0792800-01
Bradi3g57000	Os02t0731700-02
Bradi2g26880	Os07t0161000-01
Bradi4g34010	Os09t0493500-02
Bradi2g23320	Os05t0459000-01
Bradi3g00590	Os02t0103500-00
Bradi2g21360	Os05t0492200-01
Bradi4g03827	Os12t0574900-01
Bradi3g38380	Os08t0478100-01
Bradi1g13900	Os12t0613100-00
Bradi1g07010	Os07t0137800-00
Bradi4g29250	Os09t0375000-01
Bradi3g56280	Os02t0728100-01
Bradi1g14307	Os03t0628800-01
Bradi3g44880	Os02t0532500-01
Bradi1g10850	Os03t0702500-01
Bradi5g15470	Os04t0511700-01
Bradi1g76380	Os03t0130750-01
Bradi3g56527	Os03t0424500-01
Bradi2g05740	Os01t0191900-01
Bradi1g23640	Os07t0577300-01
Bradi3g34207	Os01t0153600-00
Bradi1g60470	Os03t0396000-00
Bradi1g08750	Os03t0747400-00
Bradi5g26580	Os04t0685600-01
Bradi3g34800	Os08t0386900-01
Bradi2g03370	Os01t0151600-01
Bradi1g67270	Os03t0263900-01
Bradi2g31190	Os05t0313500-01
Bradi3g43390	Os02t0473200-01
Bradi1g44820	Os06t0237200-00
Bradi2g12980	Os01t0369300-01
Bradi4g10998	Os11t0208900-01
Bradi1g23550	Os07t0580500-01
Bradi2g07890	Os01t0232800-01
Bradi2g13290	Os01t0388700-01
Bradi4g41470	Os12t0171200-01
Bradi1g13990	Os03t0638900-01
Bradi1g65110	Os03t0297800-01
Bradi2g28007	Os05t0235300-01
Bradi5g01790	Os04t0116600-01
Bradi1g23970	Os07t0572800-01
Bradi1g18220	Os07t0671200-00
Bradi2g57330	Os01t0888700-01
Bradi4g43960	Os11t0128300-01
Bradi1g64660	Os03t0304500-01
Bradi2g55320	Os01t0856000-01
Bradi2g03160	Os01t0147800-01
Bradi1g29000	Os07t0435300-01
Bradi2g42471	Os01t0593600-01
Bradi2g26640	Os05t0390300-00
Bradi3g53907	Os02t0255700-01
Bradi4g14722	Os11t0593500-01
Bradi4g37760	Os09t0558850-00
Bradi4g27830	Os09t0309500-01
Bradi2g45320	Os01t0652100-01
Bradi2g49727	Os01t0747700-01
Bradi1g04270	Os03t0811500-01
Bradi3g17147	Os01t0653601-01
Bradi3g05330	Os01t0932700-00
Bradi3g22570	Os10t0167500-00
Bradi1g76927	Os03t0124100-01
Bradi1g30230	Os06t0717900-01
Bradi1g18790	Os07t0661300-01
Bradi1g75810	Os01t0261600-00
Bradi1g03971	Os02t0130800-00
Bradi4g24350	Os11t0171100-00
Bradi1g67170	Os03t0265400-01
Bradi2g62460	Os01t0974701-01
Bradi1g64550	Os03t0306700-01
Bradi5g20440	Os10t0390701-00
Bradi3g21370	Os05t0105500-01
Bradi1g36650	Os06t0602900-01
Bradi2g61370	Os01t0958900-01
Bradi1g51158	Os08t0216000-00
Bradi5g17657	Os04t0550600-01
Bradi1g13160	Os03t0659800-01
Bradi3g35980	Os10t0351200-00
Bradi2g35080	Os05t0155200-01
Bradi3g14340	Os11t0135400-00
Bradi1g22490	Os07t0599201-00
Bradi1g56910	Os07t0162500-02
Bradi2g54720	Os01t0842801-00
Bradi2g25333	Os07t0459500-00
Bradi1g45140	Os06t0229400-00
Bradi4g15380	Os03t0802100-01
Bradi5g23847	Os03t0639233-00
Bradi3g50090	Os02t0643900-00
Bradi2g03427	Os01t0105700-01
Bradi1g09110	Os02t0795300-01
Bradi3g07405	Os09t0331600-00
Bradi1g60140	Os03t0408600-01
Bradi3g50240	Os02t0649700-01
Bradi2g59410	Os01t0926600-01
Bradi3g45643	Os01t0813800-01
Bradi3g28270	Os10t0466200-01
Bradi3g14412	Os08t0135300-01
Bradi1g48447	Os06t0163500-01
Bradi2g56980	Os08t0494400-01
Bradi3g45977	Os02t0558300-01
Bradi2g15830	Os05t0572900-01
Bradi1g07942	Os03t0759600-00
Bradi4g33878	Os09t0491772-01
Bradi2g60317	Os01t0939000-01
Bradi3g37252	Os11t0680200-00
Bradi2g32230	Os05t0214300-00
Bradi1g54440	Os07t0204100-01
Bradi3g01220	Os01t0565900-01
Bradi2g10830	Os01t0279900-01
Bradi5g03220	Os10t0205200-02
Bradi1g46220	Os02t0771400-00
Bradi4g38037	Os09t0562700-01
Bradi3g53410	Os02t0717300-01
Bradi2g25820	Os05t0404200-01
Bradi3g01600	Os03t0576700-01
Bradi1g05122	Os03t0801600-01
Bradi1g33560	Os06t0691000-01
Bradi1g38325	Os07t0643100-01
Bradi3g53810	Os02t0791200-01
Bradi3g13710	Os08t0115200-01
Bradi1g65480	Os03t0293000-01
Bradi1g28530	Os07t0459400-01
Bradi1g30910	Os06t0649700-00
Bradi3g16285	Os08t0161750-00
Bradi3g60460	Os02t0829400-00
Bradi1g27237	Os07t0491600-01
Bradi4g03160	Os12t0586300-00
Bradi1g67760	Os03t0255100-01
Bradi5g21260	Os04t0610500-01
Bradi2g23870	Os05t0444200-01
Bradi1g13510	Os03t0650800-00
Bradi4g22750	Os11t0207300-00
Bradi1g69030	Os03t0227500-02
Bradi2g43690	Os01t0618100-01
Bradi3g19820	Os08t0282500-01
Bradi2g56950	Os01t0882400-01
Bradi3g30047	Os10t0500400-01
Bradi4g31490	Os09t0443000-00
Bradi2g40450	Os01t0533400-01
Bradi2g48010	Os06t0611900-01
Bradi4g38380	Os09t0565700-01
Bradi5g23970	Os04t0648500-01
Bradi3g19730	Os04t0295400-02
Bradi5g13265	Os04t0474900-01
Bradi1g78086	Os12t0504050-00
Bradi5g08970	Os04t0405700-00
Bradi5g11220	Os04t0443951-00
Bradi5g08630	Os04t0396500-01
Bradi1g53420	Os03t0831800-01
Bradi4g20490	Os11t0267100-01
Bradi3g20840	Os10t0159600-01
Bradi2g05030	Os01t0179500-01
Bradi1g30440	Os06t0643100-01
Bradi5g07131	Os12t0414900-00
Bradi4g41590	Os12t0168700-01
Bradi3g53681	Os02t0787000-00
Bradi1g17400	Os07t0685300-01
Bradi1g06160	Os03t0790700-01
Bradi3g04890	Os02t0164600-01
Bradi2g40600	Os01t0544450-01
Bradi5g17930	Os03t0103300-01
Bradi5g09790	Os04t0418800-02
Bradi3g27288	Os12t0504050-00
Bradi3g60009	Os02t0734800-01
Bradi2g54090	Os01t0832600-01
Bradi4g07380	Os01t0600900-02
Bradi5g25817	Os04t0672700-01
Bradi2g40030	Os05t0180600-02
Bradi1g66950	Os03t0268200-02
Bradi1g12110	Os03t0689900-00
Bradi2g18150	Os01t0706500-00
Bradi1g16020	Os12t0577600-01
Bradi1g05070	Os03t0802300-02
Bradi3g17680	Os08t0199300-01
Bradi1g71640	Os06t0670400-00
Bradi2g11520	Os12t0414900-00
Bradi2g37630	Os05t0120200-01
Bradi3g17120	Os08t0151800-01
Bradi3g10350	Os02t0281000-01
Bradi1g41990	Os03t0565500-01
Bradi5g09230	Os04t0410300-01
Bradi1g25010	Os03t0423300-01
Bradi5g18340	Os04t0562100-01
Bradi4g09257	Os11t0704500-01
Bradi2g41900	Os01t0581400-01
Bradi3g14950	Os08t0191900-01
Bradi1g17660	Os07t0680400-01
Bradi4g10350	Os06t0293500-01
Bradi3g34150	Os10t0574500-00
Bradi2g24290	Os05t0432400-03
Bradi4g42330	Os12t0152600-01
Bradi1g17440	Os07t0684800-01
Bradi2g36020	Os05t0148300-01
Bradi1g35080	Os06t0714100-01
Bradi3g07830	Os02t0208100-01
Bradi1g01750	Os03t0849800-01
Bradi3g15390	Os08t0339200-01
Bradi2g37240	Os05t0113000-01
Bradi3g30796	Os01t0930300-01
Bradi5g25720	Os04t0671100-01
Bradi3g59880	Os02t0736500-01
Bradi5g20397	Os04t0599300-01
Bradi3g45515	Os07t0551650-01
Bradi2g43840	Os01t0621500-00
Bradi2g31670	Os05t0241300-01
Bradi2g26480	Os05t0392700-03
Bradi2g50490	Os01t0760300-01
Bradi4g05840	Os12t0535900-01
Bradi2g14450	Os05t0592300-01
Bradi4g24661	Os12t0165400-00
Bradi1g02117	Os03t0842700-01
Bradi3g56330	Os02t0727100-01
Bradi4g29050	Os09t0370000-00
Bradi2g35120	Os05t0154800-01
Bradi3g57600	Os02t0771800-01
Bradi3g26900	Os10t0419100-01
Bradi2g18550	Os05t0536400-01
Bradi5g20742	Os04t0604300-01
Bradi5g13700	Os04t0482800-01
Bradi3g48580	Os02t0612800-01
Bradi1g24100	Os07t0571100-02
Bradi3g53170	Os02t0712500-01
Bradi4g15290	Os11t0582500-01
Bradi1g65140	Os03t0297400-01
Bradi2g54890	Os01t0847600-01
Bradi2g05373	Os01t0184100-01
Bradi3g58150	Os02t0761600-01
Bradi5g19230	Os04t0580866-00
Bradi5g13780	Os04t0484800-01
Bradi5g05900	Os04t0211700-00
Bradi1g54847	Os07t0191200-01
Bradi5g07780	Os04t0382400-01
Bradi2g34810	Os05t0159100-01
Bradi1g73700	Os03t0169800-01
Bradi5g07390	Os04t0379700-01
Bradi4g39330	Os12t0257600-00
Bradi4g41801	Os12t0164600-00
Bradi5g25200	Os04t0267600-01
Bradi1g17050	Os12t0433700-01
Bradi3g33980	Os10t0572100-01
Bradi1g24310	Os07t0567700-01
Bradi3g30610	Os10t0512100-00
Bradi3g35180	Os08t0374800-01
Bradi1g70350	Os03t0211400-01
Bradi2g44081	Os01t0626300-01
Bradi5g16540	Os04t0530500-01
Bradi2g36176	Os11t0213800-01
Bradi1g62860	Os03t0342900-04
Bradi1g21050	Os07t0618500-02
Bradi2g41180	Os01t0558600-01
Bradi3g38990	Os08t0490300-01
Bradi3g51540	Os02t0674800-01
Bradi2g61436	Os01t0960300-01
Bradi3g36830	Os08t0442350-01
Bradi2g58630	Os01t0915600-01
Bradi5g16970	Os04t0538000-01
Bradi5g26810	Os04t0683100-01
Bradi1g65000	Os03t0298800-01
Bradi5g00770	Os04t0177300-01
Bradi2g17495	Os12t0299600-00
Bradi3g38360	Os08t0477900-00
Bradi5g02750	Os04t0186800-00
Bradi2g61350	Os01t0958500-01
Bradi2g18570	Os05t0536250-01
Bradi3g22380	Os08t0343300-01
Bradi1g71250	Os03t0199000-01
Bradi3g41490	Os08t0536100-01
Bradi1g42980	Os06t0301300-00
Bradi2g51910	Os01t0783700-01
Bradi2g17230	Os05t0554400-01
Bradi2g03580	Os01t0103000-01
Bradi3g47950	Os02t0601700-01
Bradi3g58760	Os02t0754500-01
Bradi5g19110	Os04t0578200-01
Bradi2g48740	Os01t0727800-01
Bradi2g15460	Os02t0785200-00
Bradi5g16810	Os04t0534100-01
Bradi1g18822	Os07t0660500-00
Bradi2g01540	Os01t0120700-01
Bradi5g16990	Os04t0538400-01
Bradi2g53970	Os01t0830100-02
Bradi5g07730	Os04t0382100-01
Bradi2g12390	Os01t0329400-01
Bradi2g61690	Os01t0966500-02
Bradi3g20537	Os08t0327200-01
Bradi1g19890	Os03t0366700-01
Bradi3g22020	Os08t0359200-02
Bradi4g20660	Os11t0186600-00
Bradi4g15000	Os11t0586900-02
Bradi3g42620	Os01t0600900-02
Bradi3g21426	Os01t0946800-00
Bradi2g36920	Os12t0551200-03
Bradi5g12920	Os04t0468600-01
Bradi3g06175	Os02t0182850-00
Bradi1g47880	Os06t0167600-01
Bradi5g16817	Os04t0534166-00
Bradi2g00423	Os01t0156000-01
Bradi4g33975	Os09t0493000-01
Bradi2g13320	Os01t0104600-01
Bradi5g16471	Os04t0529700-01
Bradi2g48930	Os01t0730900-01
Bradi1g75070	Os03t0149700-00
Bradi1g46550	Os06t0199200-01
Bradi2g04460	Os01t0172200-01
Bradi2g43870	Os01t0621700-01
Bradi1g10370	Os03t0722100-01
Bradi2g17170	Os05t0556000-01
Bradi1g74660	Os01t0100100-01
Bradi3g45750	Os02t0554200-00
Bradi2g41973	Os01t0584200-00
Bradi3g22450	Os08t0337700-01
Bradi5g15040	Os04t0505400-01
Bradi3g40350	Os08t0521400-03
Bradi1g44881	Os08t0250300-00
Bradi1g38390	Os06t0524300-01
Bradi5g02350	Os04t0103100-01
Bradi4g40770	Os12t0189500-00
Bradi1g22025	Os07t0604550-00
Bradi2g57827	Os01t0901200-01
Bradi1g62360	Os05t0373700-01
Bradi3g38980	Os08t0490100-01
Bradi1g65650	Os03t0288800-01
Bradi3g26890	Os10t0418100-01
Bradi4g30177	Os02t0745250-00
Bradi2g50237	Os01t0756400-01
Bradi2g55230	Os03t0816600-01
Bradi4g01110	Os07t0122900-01
Bradi1g20470	Os07t0631300-01
Bradi2g24390	Os05t0430200-03
Bradi3g58130	Os10t0400800-01
Bradi3g07617	Os04t0655400-01
Bradi3g42950	Os10t0393100-01
Bradi5g20950	Os04t0606700-01
Bradi1g45230	Os02t0467300-01
Bradi4g04730	Os12t0560700-01
Bradi3g50900	Os02t0662100-01
Bradi1g52050	Os06t0106800-01
Bradi2g41220	Os01t0558850-00
Bradi2g52760	Os01t0805600-01
Bradi3g00697	Os02t0104500-01
Bradi3g45450	Os02t0551400-01
Bradi2g46680	Os01t0682200-00
Bradi5g07397	Os04t0379800-01
Bradi3g33090	Os10t0555200-01
Bradi3g17208	Os08t0150700-01
Bradi1g66323	Os02t0755400-01
Bradi1g01680	Os03t0236675-00
Bradi3g43430	Os02t0599700-01
Bradi4g34630	Os09t0505900-00
Bradi4g30230	Os09t0414500-01
Bradi3g01050	Os02t0109200-02
Bradi1g66030	Os03t0283100-01
Bradi5g00880	Os09t0293900-01
Bradi4g17410	Os11t0523800-01
Bradi5g02200	Os04t0105500-01
Bradi1g19000	Os07t0659500-01
Bradi3g03670	Os02t0143400-00
Bradi4g36601	Os09t0541000-01
Bradi5g15741	Os04t0684600-01
Bradi5g11170	Os04t0444600-01
Bradi3g35067	Os02t0235900-01
Bradi5g10250	Os04t0431100-01
Bradi1g04641	Os03t0808000-00
Bradi4g42290	Os12t0153200-01
Bradi2g41187	Os12t0170700-01
Bradi1g02310	Os11t0102600-01
Bradi5g05120	Os04t0282200-01
Bradi1g00678	Os03t0860000-01
Bradi1g03010	Os03t0831300-01
Bradi4g31310	Os09t0440300-01
Bradi3g48815	Os02t0617200-01
Bradi1g45580	Os06t0220000-01
Bradi3g03490	Os02t0139700-01
Bradi2g59920	Os01t0934100-01
Bradi4g13600	Os01t0603500-00
Bradi3g10437	Os02t0284500-01
Bradi2g10692	Os01t0155200-00
Bradi3g41792	Os08t0540900-01
Bradi1g45530	Os06t0220900-00
Bradi3g09850	Os02t0265900-01
Bradi1g43800	Os06t0269200-01
Bradi5g23450	Os04t0640500-01
Bradi3g60950	Os10t0197000-00
Bradi2g04247	Os11t0207700-00
Bradi1g21850	Os09t0485900-01
Bradi1g29530	Os02t0762200-01
Bradi1g06520	Os07t0150200-01
Bradi2g43350	Os01t0612600-01
Bradi2g26752	Os05t0382500-01
Bradi1g02280	Os03t0839900-02
Bradi5g19270	Os04t0581800-01
Bradi3g52720	Os02t0704600-01
Bradi3g50040	Os02t0643000-01
Bradi1g71460	Os03t0196500-00
Bradi1g37150	Os06t0590500-01
Bradi2g49120	Os01t0735300-01
Bradi4g01770	Os12t0613300-01
Bradi5g21850	Os04t0616100-00
Bradi2g41660	Os01t0575000-01
Bradi3g35060	Os08t0335600-01
Bradi1g31710	Os01t0375000-01
Bradi5g03327	Os10t0378000-00
Bradi3g08127	Os02t0218400-01
Bradi2g55600	Os01t0860300-01
Bradi5g09557	Os04t0415100-01
Bradi4g12615	Os11t0634700-00
Bradi1g13030	Os03t0663900-00
Bradi2g25940	Os05t0400700-01
Bradi5g23560	Os04t0641300-01
Bradi1g42905	Os06t0306201-00
Bradi2g59200	Os01t0923900-01
Bradi3g02606	Os02t0126500-01
Bradi1g67050	Os03t0266800-01
Bradi3g35210	Os03t0807400-01
Bradi5g25284	Os07t0213400-01
Bradi4g31380	Os09t0441400-01
Bradi5g12470	Os04t0461800-01
Bradi3g26377	Os10t0411750-01
Bradi1g48060	Os06t0172600-00
Bradi2g07970	Os01t0233900-01
Bradi2g54630	Os01t0841200-01
Bradi3g56230	Os02t0728700-01
Bradi5g22240	Os06t0360300-01
Bradi4g39435	Os12t0245700-01
Bradi4g33886	Os09t0491852-01
Bradi3g03350	Os02t0137800-01
Bradi5g06409	Os03t0696150-00
Bradi4g28160	Os09t0327400-01
Bradi4g25090	Os11t0160100-01
Bradi1g23690	Os07t0575700-01
Bradi3g41060	Os07t0186200-01
Bradi1g07290	Os07t0124700-02
Bradi3g48620	Os02t0613100-00
Bradi4g31480	Os09t0442900-01
Bradi1g05340	Os03t0798600-01
Bradi5g22050	Os04t0619700-01
Bradi1g01170	Os03t0854800-01
Bradi1g66172	Os07t0285200-01
Bradi1g12150	Os03t0688300-01
Bradi1g75860	Os03t0138100-01
Bradi3g15852	Os08t0171600-01
Bradi1g17820	Os07t0678600-01
Bradi1g32600	Os06t0677300-01
Bradi1g69390	Os03t0225300-01
Bradi4g39250	Os12t0267900-01
Bradi2g34520	Os05t0165450-00
Bradi3g10260	Os02t0276900-01
Bradi2g24850	Os05t0426000-01
Bradi1g69097	Os03t0228800-01
Bradi2g26230	Os05t0394900-01
Bradi5g10930	Os04t0441900-01
Bradi1g59325	Os07t0110400-01
Bradi3g54570	Os12t0139700-00
Bradi4g41730	Os12t0166300-00
Bradi1g68450	Os03t0246100-01
Bradi1g42770	Os06t0311600-01
Bradi3g08025	Os01t0590800-00
Bradi5g16320	Os04t0527400-01
Bradi4g37930	Os09t0560300-01
Bradi3g43480	Os02t0479100-00
Bradi5g16730	Os05t0272900-01
Bradi2g37680	Os05t0119000-02
Bradi3g43420	Os02t0475300-01
Bradi2g16350	Os05t0566300-01
Bradi5g01360	Os11t0504900-00
Bradi1g56595	Os10t0351700-01
Bradi3g02690	Os02t0127900-01
Bradi3g22430	Os08t0338700-01
Bradi5g09510	Os04t0414300-00
Bradi2g37130	Os05t0112200-01
Bradi4g21750	Os11t0236100-01
Bradi3g17353	Os06t0646801-01
Bradi3g04080	Os02t0151300-01
Bradi1g05420	Os03t0797700-01
Bradi4g18590	Os08t0369200-01
Bradi1g55245	Os07t0185000-01
Bradi4g24120	Os11t0177400-01
Bradi3g52620	Os02t0702600-01
Bradi3g60500	Os11t0623200-00
Bradi4g05940	Os06t0168500-01
Bradi2g06250	Os12t0150100-01
Bradi4g24457	Os11t0173800-01
Bradi5g22330	Os04t0625000-01
Bradi2g31800	Os05t0231700-01
Bradi2g09434	Os11t0462900-00
Bradi3g61091	Os02t0288000-01
Bradi3g03878	Os08t0205100-01
Bradi1g12010	Os03t0692400-01
Bradi3g14440	Os08t0135600-01
Bradi1g26440	Os07t0511500-01
Bradi2g50440	Os01t0759400-02
Bradi4g30420	Os09t0419500-01
Bradi4g14270	Os11t0600500-00
Bradi1g24850	Os07t0558800-01
Bradi3g33940	Os01t0962700-01
Bradi4g19713	Os11t0517350-00
Bradi1g15201	Os11t0205200-00
Bradi3g00570	Os02t0103600-01
Bradi1g29840	Os06t0726600-03
Bradi4g25510	Os11t0153700-01
Bradi1g47450	Os06t0181800-00
Bradi4g26073	Os10t0541700-00
Bradi3g60900	Os02t0834000-02
Bradi2g01530	Os01t0120600-01
Bradi1g62590	Os03t0347200-01
Bradi1g09130	Os03t0742300-01
Bradi3g45200	Os02t0539200-01
Bradi2g58270	Os01t0909200-01
Bradi3g12660	Os08t0564800-01
Bradi1g43570	Os06t0283400-01
Bradi4g08097	Os12t0409000-01
Bradi5g10140	Os04t0429800-01
Bradi4g01700	Os12t0614600-01
Bradi2g53180	Os01t0814900-01
Bradi1g57875	Os01t0213300-00
Bradi2g18142	Os05t0542100-01
Bradi1g06511	Os03t0784900-01
Bradi3g01610	Os02t0117400-01
Bradi2g52777	Os01t0805800-01
Bradi1g00450	Os11t0587500-01
Bradi2g50770	Os01t0764300-01
Bradi5g08772	Os08t0208400-02
Bradi2g45510	Os01t0657000-01
Bradi4g26007	Os11t0121400-01
Bradi3g19070	Os08t0250700-01
Bradi2g05798	Os01t0193400-01
Bradi2g00772	Os01t0254200-01
Bradi1g18640	Os07t0663000-00
Bradi3g27180	Os10t0431900-01
Bradi2g40415	Os09t0499600-01
Bradi4g28830	Os09t0363600-01
Bradi3g33510	Os10t0563200-01
Bradi1g71500	Os03t0195800-01
Bradi2g09187	Os05t0366000-00
Bradi1g62700	Os03t0345100-01
Bradi3g32670	Os10t0546400-01
Bradi3g39540	Os08t0500300-01
Bradi4g36077	Os09t0532400-01
Bradi1g50897	Os06t0149100-01
Bradi4g29150	Os09t0371400-00
Bradi2g22650	Os05t0468900-01
Bradi1g14495	Os03t0621900-00
Bradi1g39190	Os06t0521500-02
Bradi1g38140	Os06t0553100-01
Bradi3g23040	Os10t0203000-01
Bradi3g08240	Os02t0220400-01
Bradi4g45120	Os01t0553400-01
Bradi3g40007	Os08t0509400-01
Bradi3g54350	Os02t0800000-01
Bradi3g30320	Os10t0505900-01
Bradi5g23480	Os04t0121100-01
Bradi4g21930	Os10t0106600-00
Bradi3g03790	Os02t0148300-01
Bradi4g03867	Os12t0573200-01
Bradi2g08950	Os01t0253200-00
Bradi1g38360	Os06t0523300-01
Bradi2g57000	Os01t0883100-01
Bradi1g07230	Os03t0772800-01
Bradi1g07237	Os07t0129800-00
Bradi2g60221	Os01t0937600-01
Bradi1g15190	Os03t0594900-01
Bradi3g18971	Os05t0286100-01
Bradi3g54280	Os12t0516900-01
Bradi1g26420	Os07t0511900-01
Bradi4g29037	Os09t0369500-01
Bradi4g34910	Os09t0511300-00
Bradi4g02620	Os12t0601000-00
Bradi3g28070	Os10t0462900-01
Bradi3g49360	Os04t0521100-01
Bradi3g52780	Os02t0705400-02
Bradi2g48700	Os01t0726700-01
Bradi4g30280	Os02t0325100-01
Bradi3g44440	Os07t0580766-00
Bradi2g19177	Os05t0526800-01
Bradi1g23990	Os07t0572400-01
Bradi2g53160	Os01t0814700-01
Bradi3g09870	Os02t0266100-02
Bradi0026s00100	Os04t0647900-01
Bradi5g17230	Os04t0542800-01
Bradi2g51130	Os01t0769200-01
Bradi4g44530	Os12t0112000-01
Bradi3g31150	Os10t0519700-01
Bradi1g54480	Os07t0202900-01
Bradi4g25199	Os01t0673300-01
Bradi1g07760	Os03t0762900-01
Bradi3g34707	Os08t0371608-00
Bradi1g01320	Os03t0852500-01
Bradi1g17460	Os07t0683900-01
Bradi4g36796	Os07t0517700-00
Bradi5g05162	Os04t0298600-00
Bradi3g50647	Os02t0657700-01
Bradi1g35770	Os06t0622800-01
Bradi1g50407	Os06t0286500-01
Bradi4g41641	Os03t0677101-00
Bradi4g40020	Os12t0225300-02
Bradi1g59587	Os03t0664300-00
Bradi3g03160	Os02t0135900-01
Bradi2g23250	Os05t0460000-01
Bradi4g41810	Os12t0162900-01
Bradi1g45170	Os06t0228900-00
Bradi4g29930	Os09t0408900-00
Bradi2g05242	Os01t0182832-00
Bradi5g27610	Os04t0692750-01
Bradi5g01160	Os06t0182500-01
Bradi2g50515	Os01t0768100-01
Bradi3g17140	Os08t0151600-01
Bradi3g17304	Os02t0230625-00
Bradi2g19430	Os05t0521500-01
Bradi4g25140	Os12t0443600-01
Bradi1g50307	Os06t0507200-01
Bradi2g06430	Os01t0204000-01
Bradi4g45180	Os12t0562400-00
Bradi1g04292	Os03t0811200-01
Bradi5g08620	Os04t0396800-01
Bradi1g64180	Os03t0314200-01
Bradi4g39460	Os12t0244200-01
Bradi3g43520	Os02t0481000-01
Bradi1g11730	Os03t0699200-01
Bradi5g10130	Os10t0341700-01
Bradi3g04085	Os08t0114175-00
Bradi5g10357	Os04t0432400-01
Bradi1g43750	Os06t0271600-00
Bradi3g53270	Os02t0714300-01
Bradi3g09280	Os02t0244000-00
Bradi1g35130	Os06t0714700-00
Bradi4g27290	Os08t0338900-01
Bradi1g17930	Os07t0675200-01
Bradi2g61930	Os01t0969000-01
Bradi1g53000	Os07t0272300-01
Bradi1g61035	Os04t0654400-01
Bradi5g04830	Os04t0280600-01
Bradi2g15270	Os06t0620700-00
Bradi4g03530	Os12t0580700-01
Bradi1g46460	Os02t0778700-01
Bradi3g38590	Os05t0532300-00
Bradi1g27890	Os09t0104300-01
Bradi1g33030	Os06t0683200-01
Bradi1g78720	Os06t0171700-01
Bradi2g49850	Os01t0749200-01
Bradi3g34420	Os10t0570800-00
Bradi3g55614	Os02t0820000-01
Bradi1g68870	Os03t0235200-01
Bradi3g48190	Os04t0337500-01
Bradi2g53940	Os05t0470800-01
Bradi5g23690	Os04t0643500-00
Bradi3g26980	Os10t0420000-01
Bradi2g48120	Os01t0714900-01
Bradi3g14230	Os08t0128300-01
Bradi3g43170	Os02t0467700-01
Bradi3g36710	Os08t0434700-01
Bradi1g52367	Os11t0244100-00
Bradi2g14621	Os05t0588700-01
Bradi2g49795	Os05t0518000-01
Bradi2g09960	Os01t0333600-00
Bradi3g28710	Os10t0476100-00
Bradi4g28170	Os09t0327550-00
Bradi2g50010	Os01t0752200-01
Bradi4g12250	Os11t0637200-01
Bradi4g31560	Os09t0444700-01
Bradi2g15780	Os05t0573800-00
Bradi2g19540	Os05t0519700-01
Bradi1g73877	Os03t0167600-01
Bradi1g73010	Os03t0174200-01
Bradi4g15710	Os12t0489100-01
Bradi3g13527	Os08t0111300-01
Bradi2g19207	Os05t0526600-00
Bradi1g74150	Os03t0164700-01
Bradi3g01760	Os02t0119400-01
Bradi1g48477	Os06t0163200-01
Bradi3g18640	Os08t0228200-00
Bradi4g12050	Os12t0515600-01
Bradi5g12400	Os04t0460500-00
Bradi1g75610	Os03t0141200-01
Bradi2g45280	Os01t0651350-00
Bradi2g30830	Os05t0328300-00
Bradi3g14190	Os08t0127700-01
Bradi2g38060	Os02t0268100-01
Bradi3g37710	Os08t0462700-01
Bradi1g49230	Os07t0631100-01
Bradi1g18880	Os11t0634200-01
Bradi1g05110	Os03t0801800-01
Bradi4g32080	Os09t0455500-01
Bradi3g19077	Os08t0250900-01
Bradi1g31430	Os03t0217200-01
Bradi4g45220	Os11t0103000-00
Bradi3g36990	Os08t0439600-00
Bradi1g56530	Os02t0147600-01
Bradi5g09356	Os04t0412700-01
Bradi4g07017	Os12t0495600-01
Bradi4g32300	Os09t0460300-01
Bradi3g51200	Os02t0669100-01
Bradi3g20952	Os10t0154600-01
Bradi3g40280	Os08t0515800-01
